RefId,IsBadBuy
73015,0.023734125915312446
73016,0.15840449534643805
73017,0.0032726724724929427
73018,0.1471053733018607
73019,0.2658840426136629
73020,0.1101343469255422
73021,0.02618149371919181
73022,0.1318252462109357
73023,0.2240221485619877
73024,0.18806026433466508
73025,0.008061922322508398
73026,0.2109739853065097
73027,0.6651531413443789
73028,0.047574891720509715
73029,0.003965795434335092
73030,0.005707639892234831
73031,0.008415377150029137
73032,0.007807703831030073
73033,0.0013854785637131969
73034,0.09640594666062571
73035,0.053175323396080366
73036,0.003956300017088578
73037,0.007872442717373807
73038,8.910438746002289e-4
73039,0.42516841236961184
73040,0.0011642586317017725
73041,0.4540631881421732
73042,0.012649605139127757
73043,0.007634948069938994
73044,0.0975159175944031
73045,0.07843261448330797
73046,0.05741522670824625
73047,0.025271315831711993
73048,0.035390415906806395
73049,0.0053313441531582795
73050,0.03139428236698958
73051,0.0225637264437637
73052,0.614101301613288
73053,0.4193821643688493
73054,0.012765111891782453
73055,0.04529936075280681
73056,0.04920894259698
73057,0.14344476311511034
73058,0.13030214559207107
73059,0.09182179367756278
73060,0.0035812381367434365
73061,0.08772398616933012
73062,0.062087397475308205
73063,0.0241051848516769
73064,6.122970572120689e-4
73065,0.04399588113381582
73066,0.04484601208436203
73067,0.06440098240573426
73068,0.08056509227627774
73069,0.012221545684021675
73070,0.046918418556572236
73071,0.019389469892554165
73072,0.0065831781531851315
73073,0.0703841924731729
73074,0.03371389996040397
73075,0.035067936369656376
73076,0.005140844246120625
73077,0.010877640209731839
73078,0.17678349024258927
73079,0.08200577495993694
73080,0.0014763455553873435
73081,0.16487137191998344
73082,0.17925835087549002
73083,0.03717158609429209
73084,0.10128760654544842
73085,0.05546944289139804
73086,0.2547843481051197
73087,0.010870592658536944
73088,0.0699147524272202
73089,0.018895831359767606
73090,0.011705794341318292
73091,0.0011240641879113188
73092,0.008606999081681672
73093,0.0282439882405874
73094,0.03764270828673341
73095,0.08345802321987135
73096,0.06244231125732116
73097,0.016630304165614177
73098,0.0821379707750051
73099,0.028943643220566424
73100,0.010069067990218412
73101,0.06991508008771896
73102,0.019470808310996162
73103,0.010815266688618756
73104,0.410028381989483
73105,0.4548973181541743
73106,0.013613732957850115
73107,0.06492442120600328
73108,0.012812325064103687
73109,0.027665795497722082
73110,0.09246717996625392
73111,0.05002247733786047
73112,0.33440807955621077
73113,0.06281702044356016
73114,0.10662798630233038
73115,0.01685581001649874
73116,0.018964907026741626
73117,0.4333733656554306
73118,0.006945654018279373
73119,0.34800174956399454
73120,0.7408539485409128
73121,0.0679583286351476
73122,0.009712677919395216
73123,0.010656241813604965
73124,0.5273264359511348
73125,0.07621705463522425
73126,0.0643982290530842
73127,0.009647099082412259
73128,0.10115920704554668
73129,0.021582325865101674
73130,0.031147936105273222
73131,0.051872682843037726
73132,0.07453346655054116
73133,0.002065844663717684
73134,0.07843252258495256
73135,0.04281947589846199
73136,0.3064078085292315
73137,0.7430881679159349
73138,0.03955345575197944
73139,0.0020222327048381
73140,0.4508255520908793
73141,0.003181817414279499
73142,0.02022428854613739
73143,0.055082999395574365
73144,0.05101295976679333
73145,0.038983857301696546
73146,0.03600951217202047
73147,0.005623991913953945
73148,0.009571082192253645
73149,0.16716485761805547
73150,0.05505515046303069
73151,0.04059451950606693
73152,0.013088239015566779
73153,0.03462185684302045
73154,0.13709590955132125
73155,0.029727711574769177
73156,0.07280624201383688
73157,0.012785345031293997
73158,0.012329898910242507
73159,0.025086773734676028
73160,0.405708425855317
73161,0.035708522398424695
73162,0.3930408301685968
73163,0.08012834206786089
73164,0.014005670589212019
73165,0.12197989777804116
73166,0.2908763469766558
73167,0.07172649943818446
73168,0.005084810055682566
73169,0.08357549845583419
73170,0.4023860382407368
73171,0.05765299069494926
73172,0.15513365324877537
73173,0.052468563096134326
73174,0.020675482667921085
73175,0.1157166289766783
73176,0.08535140871873621
73177,0.025508374074766377
73178,0.0572672885982963
73179,0.06804131362392067
73180,0.017003780397727892
73181,0.04814208234091565
73182,0.02100898375493201
73183,0.11115102923575546
73184,0.011816232770743616
73185,0.2566584895912959
73186,0.010231611724094848
73187,0.3328499687218911
73188,0.39628386437881613
73189,0.14054205499343
73190,0.2346655023494913
73191,0.6785379992008336
73192,0.6536621533955637
73193,0.01340524072561038
73194,0.1164732639733087
73195,0.07011964994366364
73196,0.007325431153333556
73197,0.4915802024448711
73198,0.003987881297234049
73199,0.012871716031469468
73200,0.05980427332126596
73201,0.15818087485057028
73202,0.613172351505064
73203,0.05269345918021886
73204,0.06649801184122388
73205,0.19794786112260193
73206,0.1295328653437422
73207,0.014513657741072388
73208,0.4119211916654369
73209,0.04627580373625785
73210,0.11696036513206459
73211,0.03949597378565353
73212,0.019408965784321247
73213,0.01417397552762429
73214,0.01679473055542722
73215,0.03772782551575392
73216,0.16615004829631222
73217,0.006892087946764403
73218,0.10455193314768556
73219,0.3529391753016526
73220,0.43563518624905373
73221,0.587626971017298
73222,0.03953315567099493
73223,0.024822134130751582
73224,0.07071923249996814
73225,0.04278711524212319
73226,0.040384705198179785
73227,0.15237250419229859
73228,0.059363422605812906
73229,0.05495585836407291
73230,0.015350707599283158
73231,0.26269774728065054
73232,0.4707180200109047
73233,0.6516256654633396
73234,0.1758905419391606
73235,0.038537166262230936
73236,0.02294309318103615
73237,0.005904791659184115
73238,0.028654237582678415
73239,0.33422841239713275
73240,0.06731183982801736
73241,0.05714728217845927
73242,0.010591970508771973
73243,0.4755411690597363
73244,0.06977873857373262
73245,0.03158940445407022
73246,0.6698022616735269
73247,0.011621365208609881
73248,0.0013767063285736198
73249,0.04124937615602382
73250,0.007464370408170073
73251,0.008769769736919723
73252,0.047712119251169985
73253,0.01880014080417926
73254,0.20733635179712392
73255,0.019578684474371656
73256,0.01222860501887951
73257,0.10407282802737375
73258,0.08121871928543185
73259,0.030163633718005647
73260,0.04082383387893902
73261,0.2221762940946882
73262,0.03685036625566042
73263,0.03258267518919121
73264,0.2712576957600384
73265,0.1374274168323514
73266,0.030686768714268963
73267,0.003150128917499158
73268,0.006170313105047267
73269,0.013651186988611574
73270,0.03208498508062857
73271,7.919079612340919e-4
73272,0.34330872996663025
73273,0.046969667007537276
73274,0.07570915989410182
73275,0.23520706038435082
73276,0.00718957564273924
73277,0.005281287146049913
73278,0.01676703822293704
73279,0.01970704342716446
73280,0.020786048028776875
73281,0.17203016843912045
73282,0.03892589798251546
73283,0.24029913960422813
73284,0.029237185091528492
73285,0.05292915024679404
73286,0.4376891141737417
73287,0.07701258472516892
73288,0.04600967497869158
73289,0.040543749468101624
73290,0.14389271384288366
73291,0.07195307274734702
73292,0.0464837454730405
73293,0.07960759917016261
73294,0.006248086573534973
73295,0.759373749963788
73296,0.034902082049760974
73297,0.27207424823603277
73298,0.03858737884861284
73299,0.08247409142222945
73300,0.011522661467878456
73301,0.020241375997490325
73302,0.015973956373520278
73303,0.01775369967685867
73304,0.03271654351570449
73305,0.2656467346309755
73306,0.48091678749921385
73307,0.009299939087648836
73308,0.0234711666096828
73309,0.122247286827028
73310,0.011038903658381493
73311,0.1341809572755811
73312,0.03812948021858801
73313,0.019572053074708672
73314,0.07676144656865921
73315,0.026588093211310483
73316,0.3201240031661893
73317,0.02217903078588782
73318,0.027599388920966843
73319,0.08595180961102959
73320,0.0034526546463491993
73321,0.11281117189576728
73322,0.23360167046958855
73323,0.039466157530029876
73324,0.2605247170059981
73325,0.3581945737261091
73326,0.6212372525220714
73327,0.03185261004844806
73328,0.07952265195697922
73329,0.012044022662164528
73330,0.19296942539701434
73331,0.001824961889741027
73332,0.007041697685525412
73333,0.022900712366884277
73334,0.43616358441398817
73335,0.025226795056635113
73336,0.5016164986566191
73337,0.003581277837162558
73338,0.00803341875237775
73339,0.4419532070772768
73340,0.2597216284927749
73341,0.04746540373604344
73342,0.4215758537686451
73343,0.041628770983971435
73344,0.010104120878863013
73345,0.19080380892962814
73346,0.16489476810511913
73347,0.005729759798229345
73348,0.08235005792120614
73349,0.46852883012725444
73350,0.052866923158656
73351,0.023554344919736285
73352,0.04371237183428087
73353,0.4804853976598157
73354,0.001390296587100068
73355,0.04894599715606451
73356,0.27294883740357845
73357,0.04259415180774455
73358,0.07889486655321398
73359,0.31737296741536863
73360,0.033324991563573124
73361,0.0291929698856914
73362,0.033031543606404305
73363,0.04532123413696523
73364,0.005385378591564174
73365,0.009311296810390812
73366,0.012939912515759502
73367,0.009624003681307372
73368,0.01976135434759801
73369,0.020705159923346803
73370,0.06251594345524623
73371,0.010332672124150444
73372,0.0028774336910321525
73373,0.06336607716854542
73374,0.34278049098550717
73375,0.050440620841191795
73376,0.02189009500246163
73377,0.013391222350531062
73378,0.027613591743635105
73379,0.013416234403523936
73380,0.015364181340340868
73381,0.062331198907027666
73382,0.05254676410818809
73383,0.024352609158269947
73384,0.3788384376585125
73385,0.010425882479193814
73386,0.16306306046389799
73387,5.461062304632607e-4
73388,0.06001453145806841
73389,0.05138520381562009
73390,0.01924627738986619
73391,0.02355605839613138
73392,0.17553692723535774
73393,0.019023663892444233
73394,0.10164480566116879
73395,0.01225974232677404
73396,0.08761886387615515
73397,0.0017616640884697923
73398,8.205935882275213e-4
73399,0.1692075325592618
73400,0.2510997468656085
73401,0.014950283306164618
73402,0.03507688308455911
73403,0.5836720538268289
73404,0.05253075327440316
73405,0.41188117693867243
73406,0.003207648691329157
73407,0.6226065325589407
73408,0.0866119231872421
73409,0.03604582890465786
73410,0.009666048920468755
73411,0.2182299141043629
73412,0.19391865920301607
73413,0.008519845656752397
73414,0.5731741815504108
73415,0.012849291920426654
73416,0.08220293966257332
73417,0.6326791642441814
73418,0.293240807120992
73419,0.32519457913744576
73420,0.09479440897470362
73421,0.02232187115141607
73422,0.7752961058616319
73423,0.08331450286006727
73424,0.2272018888042064
73425,0.041982871797359315
73426,0.020264974818452124
73427,0.009200853798478407
73428,0.02603908461412348
73429,0.08187335763084196
73430,0.0028854742805449027
73431,0.04520326353483141
73432,4.4324437174752016e-4
73433,0.05786196868502366
73434,0.042094159374712954
73435,0.0013703158006250467
73436,0.016176374137018387
73437,0.14865738536100537
73438,9.21807396005253e-4
73439,0.020312771321791892
73440,0.148073146563335
73441,0.01134223162520531
73442,0.03532552329696196
73443,7.087399606573445e-4
73444,0.03987781058544475
73445,0.010275218567758348
73446,0.4530477824792336
73447,0.08207900516656765
73448,0.017321554128178596
73449,0.7387446735188073
73450,0.049790526436918905
73451,0.5756428947360163
73452,0.05486499867541331
73453,0.20844136336954813
73454,0.016669457080501462
73455,0.002625271448414141
73456,0.06227441867191927
73457,0.002960487966347605
73458,0.38339680501363715
73459,0.06669314201498161
73460,0.21218126824196473
73461,0.28014223526195675
73462,0.032254646056123146
73463,0.055916241164026104
73464,0.4284129620338179
73465,0.03816484983659863
73466,0.032364802315814886
73467,0.6030170138306985
73468,0.023123455094400253
73469,0.03286797629399034
73470,0.11737040502569367
73471,0.05763242993712369
73472,0.05567030194376705
73473,0.18948145361683671
73474,0.20168906740539727
73475,0.1135689720885964
73476,0.03632830335748643
73477,0.28278372219028525
73478,0.03690874918401382
73479,0.0629906943124505
73480,0.8264492689695386
73481,0.0803567671915328
73482,0.1987747401379996
73483,0.11736968442125216
73484,0.08839326339511047
73485,0.01687103831762412
73486,0.2547646189095614
73487,0.10202000902828225
73488,0.02079789363638929
73489,0.05568807872458823
73490,0.006269385934752985
73491,0.8773967351949074
73492,0.010936967024854683
73493,0.5340788191800777
73494,0.07853097388095756
73495,0.013485513623589475
73496,0.010807382738441949
73497,0.018428672333500002
73498,0.3646094040831083
73499,0.26077473216857894
73500,0.02201471951663222
73501,0.05983415386847337
73502,0.02556315755938363
73503,0.012219353951097063
73504,0.11480972639380445
73505,0.0581608673529396
73506,0.03591182724676063
73507,0.877481191680661
73508,0.025241256374663075
73509,0.07008094479314558
73510,0.32732593774824703
73511,0.011636098524728572
73512,0.015982978797190687
73513,0.0738224262825652
73514,0.013410069008407157
73515,0.2954414776300474
73516,0.06379276957878349
73517,0.00532344796221245
73518,0.1114511425015065
73519,0.08274553710782122
73520,0.7237104236740984
73521,0.07914027040020528
73522,0.03177304269796777
73523,0.16390344105455398
73524,0.7391639456211208
73525,0.169672226585678
73526,0.016688544550862758
73527,0.03502429359374174
73528,0.03085887945462742
73529,0.05916775669960203
73530,0.07468594366948457
73531,0.021382117130731838
73532,0.639886861622017
73533,0.003293470062495874
73534,0.04646616351258655
73535,0.23866546710311629
73536,0.04955200258921173
73537,0.7144955252332179
73538,0.048328938300933925
73539,0.2275418415231947
73540,0.14497522246405356
73541,0.1686176049284079
73542,0.7670054859918617
73543,0.2563525973708492
73544,0.1573802447352032
73545,0.018093114208566456
73546,0.18089300786882617
73547,0.05797813230276988
73548,0.14554715689686978
73549,0.7741156437819663
73550,0.7120607143437029
73551,0.12648774458475345
73552,0.05435319324366142
73553,0.017799428515052482
73554,0.05306292052393554
73555,0.009978341966466913
73556,0.03608883343200278
73557,0.03320709438303727
73558,0.07196553425241065
73559,0.02907645457436972
73560,0.5657265644337044
73561,0.11490171723873673
73562,0.026456611617281113
73563,0.01354543827777543
73564,0.11799194286036155
73565,0.20654797298351443
73566,0.6580210480720865
73567,0.3224493185626674
73568,0.033702923143180116
73569,0.019921599939651466
73570,0.01579834479489656
73571,0.08302190356839757
73572,0.1832507162640054
73573,0.031794732391989676
73574,0.040261922540471645
73575,0.030893879707294437
73576,0.10592225017552227
73577,0.04577981977467942
73578,0.21676919497787162
73579,0.06904801561032602
73580,0.34459145765934585
73581,0.20704228364062008
73582,0.0996168611358789
73583,0.08137040823578778
73584,0.04579817409900867
73585,0.023870180242508667
73586,0.007361979513140732
73587,0.9559579548333144
73588,0.074235534760009
73589,0.12346984899445591
73590,0.02484408514451081
73591,0.04197462373894647
73592,0.054415070865917584
73593,0.029030191165466828
73594,0.17812397288359416
73595,0.01767233198625915
73596,0.6967019887206287
73597,0.25547045898560516
73598,0.012529761693335955
73599,0.015720704032672467
73600,0.04004309468401516
73601,0.7054554067189859
73602,0.00910463379149161
73603,0.044934619571475286
73604,0.021282135304745854
73605,0.031864967047348966
73606,0.00749547418080668
73607,0.4325069069248462
73608,0.026891006109957143
73609,0.15688288143601634
73610,0.23057880393369462
73611,0.053805025347082536
73612,0.9059104972055514
73613,0.06560839776408144
73614,0.4999363187636184
73615,0.43952360077017044
73616,0.021912947979243088
73617,0.05170756102229711
73618,0.059139496480318056
73619,0.008309097760103005
73620,0.11362940305771493
73621,0.0016831711690819282
73622,0.018896829556921953
73623,0.16356646773267514
73624,0.009748325697528407
73625,0.21229426711898
73626,0.14469669706505675
73627,0.039059709282310964
73628,0.042538217053339086
73629,0.0487848803063214
73630,0.03419138432425293
73631,0.08497093803991854
73632,0.047016024488234005
73633,0.15613370710555066
73634,0.037475175917695266
73635,0.047154055997530614
73636,0.27437568227563547
73637,0.14443210909506912
73638,0.0875550421786825
73639,0.14236313757036437
73640,0.5838840163736037
73641,0.02506719794875544
73642,0.04796052696210197
73643,0.04552436755605182
73644,0.015859293562257796
73645,0.07080093069045586
73646,0.7879870071709504
73647,0.009691052545330557
73648,0.0669599971322078
73649,0.41265575080881595
73650,0.08667181143255187
73651,0.44338090659364776
73652,0.46415600280899744
73653,0.8234721318322724
73654,0.1868949065586696
73655,0.563913244126902
73656,0.8255781804026403
73657,0.26509729433647133
73658,0.6520047327159266
73659,0.47946086190209
73660,0.5656081373312064
73661,0.54243258142667
73662,0.3275890345525536
73663,0.3736873439959404
73664,0.7068620105144205
73665,0.9719568328655066
73666,0.5662265886560158
73667,0.013752516642349359
73668,0.42781206694326895
73669,0.060321761162265855
73670,0.04175476477107931
73671,0.008095745711520407
73672,0.4146570170075959
73673,0.04745444048090156
73674,0.19523064354440553
73675,0.5752731689561017
73676,0.0544279397023183
73677,0.12365236467591194
73678,0.21435339340697462
73679,0.02108955442320722
73680,0.9285091877300876
73681,0.21707361739657705
73682,0.10534916974904324
73683,0.04528589309499812
73684,4.411177806181041e-4
73685,0.011556600081991204
73686,0.5039667813697699
73687,9.893574184457394e-4
73688,0.019121619086641603
73689,0.039531783681700086
73690,0.061156394878228194
73691,0.010001154855535484
73692,0.022989884355716705
73693,0.017577686459087312
73694,0.2879116991262771
73695,0.04031991068016206
73696,0.3817306002658832
73697,0.4840754826308895
73698,0.00890314994141252
73699,0.05084892116642817
73700,0.1792217480395281
73701,0.4506705546272546
73702,0.048284370790135867
73703,0.041598467368730914
73704,0.016885433814750463
73705,0.0397142724246438
73706,0.05654851788475119
73707,0.2132173113308205
73708,0.9001908637601145
73709,0.384050895125347
73710,0.012371999282820076
73711,0.008035472120481942
73712,0.21240397799130875
73713,7.953796938300568e-6
73714,0.08951990471992395
73715,0.1284763916093634
73716,0.4583433504583409
73717,0.02721745452406246
73718,0.04201951951305372
73719,0.007848534995093283
73720,0.03061254140603441
73721,0.02180271496961623
73722,0.10576636677906713
73723,0.12584536711518243
73724,0.0752547586726876
73725,0.14059813226817044
73726,0.045584398936172416
73727,0.042905233580442244
73728,0.7075839207464361
73729,0.055456524536054194
73730,0.19871706701215563
73731,0.021359137395572162
73732,0.07549569389135331
73733,0.04182304680022424
73734,0.07491449758611254
73735,0.01438445614437551
73736,0.14148669845128875
73737,0.07459252322109557
73738,0.01594505330382728
73739,0.01710786984817356
73740,0.0679134316856682
73741,0.011804146998250728
73742,0.05346579882877644
73743,0.20918801918865892
73744,0.5127728224776781
73745,6.171451282327732e-5
73746,0.005438592988831133
73747,0.8031034245632386
73748,0.007000749249841428
73749,0.022265134823896384
73750,0.12488826413516824
73751,0.07833098501568725
73752,0.14386948179847966
73753,0.006890616847804281
73754,0.14812736722999692
73755,0.5577313870781867
73756,0.06120649579913411
73757,0.18023655412494136
73758,0.7323454024510374
73759,0.41024386738123364
73760,0.6235496512792563
73761,0.0010034600045739223
73762,0.02222255221078837
73763,0.12753254921504223
73764,0.02234993590482135
73765,0.007292175439753579
73766,0.17081187955797966
73767,0.16692672976274053
73768,0.024818148774143775
73769,0.05684630925533118
73770,0.10068610997152987
73771,0.0877983215369806
73772,0.0064444569625839235
73773,0.05552407857352078
73774,0.03785166417907017
73775,0.0338520956105533
73776,0.031803184611900924
73777,0.251752701886138
73778,0.0371269951986754
73779,0.0738088447789223
73780,0.4700652857052998
73781,0.00458231081523824
73782,0.023700580317045486
73783,0.015804255425995478
73784,0.08897059676543756
73785,0.009559161520698627
73786,0.023770960281101962
73787,0.09977106303532635
73788,0.021207168336886614
73789,0.008599733531300696
73790,0.021434443801795298
73791,0.1102216796514153
73792,0.03346521259715203
73793,0.017000615275048116
73794,0.021416790074194135
73795,0.10107890861727982
73796,0.030421267929331964
73797,0.039121943259479534
73798,0.035556825406011544
73799,0.08816339047457483
73800,0.0036346126826781854
73801,0.03916866325484717
73802,0.007887472808438207
73803,0.04415370668006653
73804,0.009897949356846052
73805,0.11222328374070853
73806,0.12083167286073583
73807,0.08250661109614962
73808,0.008530759484321351
73809,0.05381435268143882
73810,0.02131084894925653
73811,0.023448742260369505
73812,0.00976801744706278
73813,0.11524462637651545
73814,0.002873670395467281
73815,0.017507250128810273
73816,0.505399823313116
73817,0.060219354856064444
73818,0.029001226966062693
73819,0.4854578032899832
73820,0.013462593007220882
73821,0.029543286124315088
73822,0.015608151375588712
73823,0.058411228521396484
73824,0.1109903866917901
73825,0.05430880796393545
73826,0.0993197975866285
73827,0.168108775011197
73828,0.06741038078744184
73829,0.3302771267725215
73830,0.02493851594688567
73831,0.021102497193920593
73832,0.2699329274345413
73833,0.21719407818085773
73834,0.203291565973395
73835,0.12871471052186861
73836,0.08489233141421267
73837,0.038251418087709904
73838,0.004791654615721679
73839,0.058779054211624285
73840,0.030131198782499997
73841,0.10626190067769085
73842,0.013784924878470127
73843,0.35026359612093616
73844,0.038855415732136966
73845,0.05047785159939982
73846,0.016002135382495383
73847,0.27069636404727165
73848,0.4805439736745986
73849,0.19138725060550235
73850,0.8630979781624663
73851,0.5565012492189187
73852,0.05395016978571378
73853,0.13525609111235812
73854,0.03365233208098541
73855,0.041084073407888326
73856,0.12697855383978837
73857,0.3961425026813493
73858,0.060997645541161306
73859,0.16147629419307696
73860,0.05391075862190826
73861,0.007776926320012111
73862,0.060746424392413775
73863,0.031240600052648646
73864,0.1734078549928394
73865,0.016282824739653798
73866,0.2709950452173998
73867,0.0242416407548968
73868,0.033533558805779615
73869,0.01481873848903132
73870,0.03274401723300688
73871,0.06934887312083196
73872,0.01777357667536988
73873,0.0697797190900864
73874,0.07336865910948105
73875,0.05716667780820416
73876,0.13025864796181452
73877,0.06681934081904951
73878,0.019413638188939236
73879,0.02027435779407897
73880,0.0629668913697503
73881,0.004584202322565483
73882,0.2003328788911616
73883,0.023878875707312123
73884,0.030393047340989566
73885,0.07122709109057856
73886,0.026031785486460183
73887,0.09666780853944679
73888,0.37092895878752163
73889,0.05892397432373208
73890,0.10022512948509842
73891,0.06496112633849631
73892,0.11364449155249015
73893,0.007809125031543286
73894,0.0804384550411998
73895,0.009901019869172386
73896,0.038437514751912503
73897,0.11723305004749024
73898,0.02086968723795867
73899,0.1438314573985108
73900,0.014874403767707175
73901,0.21250409694122707
73902,0.003875021562277638
73903,0.021950569357021884
73904,0.1172953680529543
73905,0.4111792403064565
73906,0.029875846205607334
73907,0.21559948886191452
73908,0.004102844159727445
73909,0.15592712573299686
73910,0.05700199129222455
73911,0.009263194202798504
73912,0.055315957640061475
73913,0.012266509399085662
73914,0.7221749319659403
73915,0.1134146660827483
73916,0.21139376140873065
73917,0.015402505763964826
73918,0.40748503880502707
73919,0.07106861867386659
73920,0.7827273865023465
73921,0.36574213514645504
73922,0.36548642329343417
73923,0.852128673703105
73924,0.4102017921169593
73925,0.01683537044466835
73926,0.030888357852286816
73927,0.04634384664998334
73928,0.1732118307980806
73929,0.05485255249667805
73930,0.5842607632306437
73931,0.02491689648575578
73932,0.011829168773979333
73933,0.06423932702308827
73934,0.0017634537952161539
73935,0.1785255623885132
73936,0.03155608802683155
73937,0.1114356716214491
73938,0.0833577806642752
73939,0.2065624090501918
73940,0.021584082779948197
73941,0.21784138666380493
73942,0.03931856928575557
73943,0.09133894004508901
73944,0.23427834402306894
73945,0.023555132915747512
73946,0.06648258178050803
73947,0.0030412794879680306
73948,0.07178285570204665
73949,0.2888240359137078
73950,0.018656341018486632
73951,0.015422829836437025
73952,0.03978218268912488
73953,0.053300620283861955
73954,0.047028964169171315
73955,0.3701482229890887
73956,0.08704916166981741
73957,0.018592784591671605
73958,0.17725641691400373
73959,0.10824647811156918
73960,0.020665388312788618
73961,0.22484064964121275
73962,0.028405225934906696
73963,0.04877639277747261
73964,0.06664486456643776
73965,0.09471941742636321
73966,0.05292754541127312
73967,0.06751149377741131
73968,0.033494373579002576
73969,0.13798521532997643
73970,0.03136223970081834
73971,0.04279425189626081
73972,0.15584101570464337
73973,0.02763739031490848
73974,0.13433752675583888
73975,0.037135905983241124
73976,0.06002715118256472
73977,0.06731322745775381
73978,0.00510238836827149
73979,0.7806919469263295
73980,0.05663390739816761
73981,0.08737269281799588
73982,0.9940609253347654
73983,0.06110231758652014
73984,0.010833744471230339
73985,0.02095954243365305
73986,0.25613996326389965
73987,0.11764697771715363
73988,0.017442843310856954
73989,0.28747887665561905
73990,0.023479921349154272
73991,0.01487284408277827
73992,0.037489583224084334
73993,0.07406048955731574
73994,0.04218218500460762
73995,0.04311366278631493
73996,0.005479795136650834
73997,0.06845815919629901
73998,0.06677712513721203
73999,0.019958154226016572
74000,0.052400485172200466
74001,0.04390587145910228
74002,0.8811848100533309
74003,0.021755056487150037
74004,0.03196218996745181
74005,0.03542786605768319
74006,0.013324950545780525
74007,0.025319833215435794
74008,0.20039635847976595
74009,0.001908127873463137
74010,0.26720226392224566
74011,0.058681766850795444
74012,0.10018045152312907
74013,0.005600099972047887
74014,0.020949262914266298
74015,0.16098540078047857
74016,0.11700140757206474
74017,0.15150210898800065
74018,0.009099434834108019
74019,0.30937586416242785
